unidade;ano;mes;setor_centro_custo;paciente_dia
HIJPII;2021,0;8,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;588,0
HIJPII;2021,0;8,0;UTI;432,0
HIJPII;2021,0;9,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1741,0
HIJPII;2021,0;9,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;75,0
HIJPII;2021,0;9,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;647,0
HIJPII;2021,0;9,0;UTI;439,0
HIJPII;2021,0;10,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1787,0
HIJPII;2021,0;10,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;79,0
HIJPII;2021,0;10,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;696,0
HIJPII;2021,0;10,0;UTI;440,0
HIJPII;2021,0;11,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1586,0
HIJPII;2021,0;11,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;90,0
HIJPII;2021,0;11,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;763,0
HIJPII;2021,0;11,0;UTI;448,0
HIJPII;2021,0;12,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1979,0
HIJPII;2021,0;12,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;141,0
HIJPII;2021,0;12,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;800,0
HIJPII;2021,0;12,0;UTI;464,0
HIJPII;2022,0;1,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1847,0
HIJPII;2022,0;1,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;240,0
HIJPII;2022,0;1,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;813,0
HIJPII;2022,0;1,0;UTI;491,0
HIJPII;2022,0;2,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1647,0
HIJPII;2022,0;2,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;135,0
HIJPII;2022,0;2,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;620,0
HIJPII;2022,0;2,0;UTI;413,0
HIJPII;2022,0;3,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2134,0
HIJPII;2022,0;3,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;205,0
HIJPII;2022,0;3,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;753,0
HIJPII;2022,0;3,0;UTI;507,0
HIJPII;2022,0;4,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1923,0
HIJPII;2022,0;4,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;103,0
HIJPII;2022,0;4,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;706,0
HIJPII;2022,0;4,0;UTI;459,0
HIJPII;2022,0;5,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2051,0
HIJPII;2022,0;5,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;163,0
HIJPII;2022,0;5,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;752,0
HIJPII;2022,0;5,0;UTI;440,0
HIJPII;2022,0;6,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1890,0
HIJPII;2022,0;6,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;171,0
HIJPII;2022,0;6,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;781,0
HIJPII;2022,0;6,0;UTI;458,0
HIJPII;2022,0;7,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2074,0
HIJPII;2022,0;7,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;179,0
HIJPII;2022,0;7,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;808,0
HIJPII;2022,0;7,0;UTI;439,0
HIJPII;2022,0;8,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1809,0
HIJPII;2022,0;8,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;90,0
HIJPII;2022,0;8,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;586,0
HIJPII;2022,0;8,0;UTI;313,0
HIJPII;2022,0;9,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1678,0
HIJPII;2022,0;9,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;77,0
HIJPII;2022,0;9,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;583,0
HIJPII;2022,0;9,0;UTI;255,0
HIJPII;2022,0;10,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1719,0
HIJPII;2022,0;10,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;97,0
HIJPII;2022,0;10,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;629,0
HIJPII;2022,0;10,0;UTI;251,0
HIJPII;2022,0;11,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1720,0
HIJPII;2022,0;11,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;123,0
HIJPII;2022,0;11,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;591,0
HIJPII;2022,0;11,0;UTI;408,0
HIJPII;2022,0;12,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1644,0
HIJPII;2022,0;12,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;54,0
HIJPII;2022,0;12,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;635,0
HIJPII;2022,0;12,0;UTI;445,0
HIJPII;2023,0;1,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1649,0
HIJPII;2023,0;1,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;62,0
HIJPII;2023,0;1,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;593,0
HIJPII;2023,0;1,0;UTI;431,0
HIJPII;2023,0;2,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1708,0
HIJPII;2023,0;2,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;72,0
HIJPII;2023,0;2,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;662,0
HIJPII;2023,0;2,0;UTI;411,0
HIJPII;2023,0;3,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2176,0
HIJPII;2023,0;3,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;205,0
HIJPII;2023,0;3,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;799,0
HIJPII;2023,0;3,0;UTI;477,0
HIJPII;2023,0;4,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1938,0
HIJPII;2023,0;4,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;160,0
HIJPII;2023,0;4,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;728,0
HIJPII;2023,0;4,0;UTI;451,0
HIJPII;2023,0;5,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2044,0
HIJPII;2023,0;5,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;205,0
HIJPII;2023,0;5,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;784,0
HIJPII;2023,0;5,0;UTI;464,0
HIJPII;2023,0;6,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1922,0
HIJPII;2023,0;6,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;121,0
HIJPII;2023,0;6,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;739,0
HIJPII;2023,0;6,0;UTI;485,0
HIJPII;2023,0;7,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2082,0
HIJPII;2023,0;7,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;211,0
HIJPII;2023,0;7,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;784,0
HIJPII;2023,0;7,0;UTI;483,0
HIJPII;2023,0;8,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1957,0
HIJPII;2023,0;8,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;157,0
HIJPII;2023,0;8,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;611,0
HIJPII;2023,0;8,0;UTI;451,0
HIJPII;2023,0;9,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1859,0
HIJPII;2023,0;9,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;108,0
HIJPII;2023,0;9,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;649,0
HIJPII;2023,0;9,0;UTI;413,0
HIJPII;2023,0;10,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1764,0
HIJPII;2023,0;10,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;71,0
HIJPII;2023,0;10,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;557,0
HIJPII;2023,0;10,0;UTI;369,0
HIJPII;2023,0;11,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1673,0
HIJPII;2023,0;11,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;51,0
HIJPII;2023,0;11,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;545,0
HIJPII;2023,0;11,0;UTI;430,0
HIJPII;2023,0;12,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1583,0
HIJPII;2023,0;12,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;56,0
HIJPII;2023,0;12,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;477,0
HIJPII;2023,0;12,0;UTI;410,0
HIJPII;2024,0;1,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1667,0
HIJPII;2024,0;1,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;71,0
HIJPII;2024,0;1,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;461,0
HIJPII;2024,0;1,0;UTI;295,0
HIJPII;2024,0;2,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1704,0
HIJPII;2024,0;2,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;88,0
HIJPII;2024,0;2,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;586,0
HIJPII;2024,0;2,0;UTI;349,0
HIJPII;2024,0;3,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2132,0
HIJPII;2024,0;3,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;277,0
HIJPII;2024,0;3,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;832,0
HIJPII;2024,0;3,0;UTI;469,0
HIJPII;2024,0;4,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2149,0
HIJPII;2024,0;4,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;275,0
HIJPII;2024,0;4,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;844,0
HIJPII;2024,0;4,0;UTI;476,0
HIJPII;2024,0;5,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2052,0
HIJPII;2024,0;5,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;120,0
HIJPII;2024,0;5,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;742,0
HIJPII;2024,0;5,0;UTI;449,0
HIJPII;2024,0;6,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1933,0
HIJPII;2024,0;6,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;98,0
HIJPII;2024,0;6,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;565,0
HIJPII;2024,0;6,0;UTI;353,0
HIJPII;2024,0;7,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1801,0
HIJPII;2024,0;7,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;88,0
HIJPII;2024,0;7,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;540,0
HIJPII;2024,0;7,0;UTI;422,0
HIJPII;2024,0;8,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1839,0
HIJPII;2024,0;8,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;49,0
HIJPII;2024,0;8,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;522,0
HIJPII;2024,0;8,0;UTI;341,0
HIJPII;2024,0;9,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1822,0
HIJPII;2024,0;9,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;112,0
HIJPII;2024,0;9,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;630,0
HIJPII;2024,0;9,0;UTI;362,0
HIJPII;2024,0;10,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1698,0
HIJPII;2024,0;10,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;79,0
HIJPII;2024,0;10,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;596,0
HIJPII;2024,0;10,0;UTI;370,0
HIJPII;2024,0;11,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1622,0
HIJPII;2024,0;11,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;58,0
HIJPII;2024,0;11,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;509,0
HIJPII;2024,0;11,0;UTI;333,0
HIJPII;2024,0;12,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1724,0
HIJPII;2024,0;12,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;75,0
HIJPII;2024,0;12,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;552,0
HIJPII;2024,0;12,0;UTI;353,0
HIJPII;2025,0;1,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1619,0
HIJPII;2025,0;1,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;48,0
HIJPII;2025,0;1,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;532,0
HIJPII;2025,0;1,0;UTI;371,0
HIJPII;2025,0;2,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1431,0
HIJPII;2025,0;2,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;29,0
HIJPII;2025,0;2,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;492,0
HIJPII;2025,0;2,0;UTI;283,0
HIJPII;2025,0;3,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1929,0
HIJPII;2025,0;3,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;55,0
HIJPII;2025,0;3,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;654,0
HIJPII;2025,0;3,0;UTI;354,0
HIJPII;2025,0;4,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2051,0
HIJPII;2025,0;4,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;153,0
HIJPII;2025,0;4,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;808,0
HIJPII;2025,0;4,0;UTI;456,0
HIJPII;2025,0;5,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2143,0
HIJPII;2025,0;5,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;198,0
HIJPII;2025,0;5,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;979,0
HIJPII;2025,0;5,0;UTI;502,0
HIJPII;2025,0;6,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1875,0
HIJPII;2025,0;6,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;77,0
HIJPII;2025,0;6,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;768,0
HIJPII;2025,0;6,0;UTI;442,0
HIJPII;2025,0;7,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1605,0
HIJPII;2025,0;7,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;42,0
HIJPII;2025,0;7,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;595,0
HIJPII;2025,0;7,0;UTI;373,0
HIJPII;2025,0;8,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1540,0
HIJPII;2025,0;8,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;84,0
HIJPII;2025,0;8,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;537,0
HIJPII;2025,0;8,0;UTI;371,0
HIJPII;2025,0;9,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1446,0
HIJPII;2025,0;9,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;77,0
HIJPII;2025,0;9,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;496,0
HIJPII;2025,0;9,0;UTI;288,0
HIJPII;2025,0;10,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1544,0
HIJPII;2025,0;10,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;63,0
HIJPII;2025,0;10,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;583,0
HIJPII;2025,0;10,0;UTI;300,0
HIJPII;2025,0;11,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1534,0
HIJPII;2025,0;11,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;56,0
HIJPII;2025,0;11,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;578,0
HIJPII;2025,0;11,0;UTI;349,0
HIJPII;2025,0;12,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1412,0
HIJPII;2025,0;12,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;64,0
HIJPII;2025,0;12,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;612,0
HIJPII;2025,0;12,0;UTI;405,0
HIJPII;2026,0;1,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1311,0
HIJPII;2026,0;1,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;55,0
HIJPII;2026,0;1,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;456,0
HIJPII;2026,0;1,0;UTI;281,0
HIJPII;2026,0;2,0;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1098,0
HIJPII;2026,0;2,0;UNIDADE INTERNAÇÃO - CURTO PRAZO;35,0
HIJPII;2026,0;2,0;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;424,0
HIJPII;2026,0;2,0;UTI;307,0
HJK;2019,0;1,0;ALOJAMENTO CONJUNTO;538,0
HJK;2019,0;1,0;UNIDADE DE URGENCIA - CLINICA MEDICA;1483,0
HJK;2019,0;1,0;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;851,0
HJK;2019,0;1,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;1399,0
HJK;2019,0;1,0;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;1385,0
HJK;2019,0;1,0;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;558,0
HJK;2019,0;1,0;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;434,0
HJK;2019,0;1,0;UTI CTI;547,0
HJK;2019,0;2,0;ALOJAMENTO CONJUNTO;535,0
HJK;2019,0;2,0;UNIDADE DE URGENCIA - CLINICA MEDICA;1369,0
HJK;2019,0;2,0;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;848,0
HJK;2019,0;2,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;1266,0
HJK;2019,0;2,0;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;1339,0
HJK;2019,0;2,0;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;506,0
HJK;2019,0;2,0;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;416,0
HJK;2019,0;2,0;UTI CTI;506,0
HJK;2019,0;3,0;ALOJAMENTO CONJUNTO;570,0
HJK;2019,0;3,0;UNIDADE DE URGENCIA - CLINICA MEDICA;1687,0
HJK;2019,0;3,0;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;947,0
HJK;2019,0;3,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;1426,0
HJK;2019,0;3,0;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;1496,0
HJK;2019,0;3,0;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;405,0
HJK;2019,0;3,0;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;511,0
HJK;2019,0;3,0;UTI CTI;566,0
HJK;2019,0;4,0;ALOJAMENTO CONJUNTO;600,0
HJK;2019,0;4,0;UNIDADE DE URGENCIA - CLINICA MEDICA;1832,0
HJK;2019,0;4,0;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;852,0
HJK;2019,0;4,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;1440,0
HJK;2019,0;4,0;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;1461,0
HJK;2019,0;4,0;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;532,0
HJK;2019,0;4,0;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;479,0
HJK;2019,0;4,0;UTI CTI;536,0
HJK;2019,0;5,0;ALOJAMENTO CONJUNTO;434,0
HJK;2019,0;5,0;BLOCO CIRURGICO;1,0
HJK;2019,0;5,0;UNIDADE DE URGENCIA - CLINICA MEDICA;2066,0
HJK;2019,0;5,0;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;972,0
HJK;2019,0;5,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;1472,0
HJK;2019,0;5,0;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;1512,0
HJK;2019,0;5,0;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;463,0
HJK;2019,0;5,0;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;343,0
HJK;2019,0;5,0;UTI CTI;575,0
HJK;2019,0;6,0;ALOJAMENTO CONJUNTO;394,0
HJK;2019,0;6,0;UNIDADE DE URGENCIA - CLINICA MEDICA;2018,0
HJK;2019,0;6,0;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;901,0
HJK;2019,0;6,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;1422,0
HJK;2019,0;6,0;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;1446,0
HJK;2019,0;6,0;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;562,0
HJK;2019,0;6,0;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;434,0
HJK;2019,0;6,0;UTI CTI;553,0
HJK;2019,0;7,0;ALOJAMENTO CONJUNTO;453,0
HJK;2019,0;7,0;UNIDADE DE URGENCIA - CLINICA MEDICA;1726,0
HJK;2019,0;7,0;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;923,0
HJK;2019,0;7,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;1496,0
HJK;2019,0;7,0;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;1513,0
HJK;2019,0;7,0;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;518,0
HJK;2019,0;7,0;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;434,0
HJK;2019,0;7,0;UTI CTI;565,0
HJK;2019,0;8,0;ALOJAMENTO CONJUNTO;468,0
HJK;2019,0;8,0;UNIDADE DE URGENCIA - CLINICA MEDICA;1901,0
HJK;2019,0;8,0;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;852,0
HJK;2019,0;8,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;1462,0
HJK;2019,0;8,0;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;1514,0
HJK;2019,0;8,0;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;480,0
HJK;2019,0;8,0;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;344,0
HJK;2019,0;8,0;UTI CTI;577,0
HJK;2019,0;9,0;ALOJAMENTO CONJUNTO;489,0
HJK;2019,0;9,0;UNIDADE DE URGENCIA - CLINICA MEDICA;1702,0
HJK;2019,0;9,0;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;823,0
HJK;2019,0;9,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;1444,0
HJK;2019,0;9,0;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;1454,0
HJK;2019,0;9,0;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;462,0
HJK;2019,0;9,0;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;313,0
HJK;2019,0;9,0;UTI CTI;560,0
HJK;2019,0;10,0;ALOJAMENTO CONJUNTO;491,0
HJK;2019,0;10,0;UNIDADE DE URGENCIA - CLINICA MEDICA;1527,0
HJK;2019,0;10,0;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;766,0
HJK;2019,0;10,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;1487,0
HJK;2019,0;10,0;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;1505,0
HJK;2019,0;10,0;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;502,0
HJK;2019,0;10,0;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;328,0
